Барааны нэр,Барааны ангилал,VED
Сплат оо жимсний зайрмагны амттай 2-6 нас 50мл N1,Бусад,D
сплат оо кофе өнгөр арилгагч 75мл \1704\,Хүнс,D
Сплат оо паалан бэхжүүлэх хүчтэй гаатай 80мл N1,Бусад,D
"Сплат оо паалан бэхжүүлэх,буйлны үрэвсэл 100мл /5869/",Бусад,D
Сплат оо паалан цайруулах үйлчилгээтэй гаатай  80мл N1,Бусад,D
Сплат оо цайруулж сэнгэнэсэн амьсгал мэдрүүлэх 100мл /5890/,Бусад,D
Сплат сойз Sensitive medium,Эмнэлгийн хэрэгсэл,D
Сплат сойз Whitening hard,Эмнэлгийн хэрэгсэл,D
Сплат сойз Whitening medium,Эмнэлгийн хэрэгсэл,D
Сплат сойз бактер үржүүлэхгүй 2 түвшинт нарийн үстэй N1,Эмнэлгийн хэрэгсэл,D
Сплат сойз Бактери үржихээс 99% хамгаална 2-8 нас N1,Эмнэлгийн хэрэгсэл,D
Сплат сойз бактери үржихээс 99% хамгаална 4+ нас Splat junior N1,Эмнэлгийн хэрэгсэл,D
Сплат сойз ганц эвэрт сувдан 4+ нас N1,Эмнэлгийн хэрэгсэл,D
Сплат сойз Ганц эвэрт тунгалаг бактери үржүүлжхгүй 5+ нас N1,Эмнэлгийн хэрэгсэл,D
Сплат сойз медиум шар,Эмнэлгийн хэрэгсэл,D
Сплат тусгай зориулалтын зөөлөн моно сойз /8741/,Эмнэлгийн хэрэгсэл,D
Сплат шүдний аппараттай хүмүүст зориулсан зөөлөн сойз /8550/,Эмнэлгийн хэрэгсэл,D
"Сплат шүдний завсарын сойз, гааны амттай хэмжээ /8536/",Эмнэлгийн хэрэгсэл,D
Спонекс капсул 100мг №30 /Dongkoo Bio/,Эм,V
"Стандарт бэлгэвч япон  0,01мм 3ш",Бусад,D
Стем цем. L *1 Түнх [127-723/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем цем. L *2 Түнх [127-725/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем цем. L *3 Түнх [127-721/26] N1,Бусад,D
Стем цем. L *3 Түнх [127-727/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем цем. L *4 Түнх [127-729/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем цем. R *1 Түнх [127-722/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем цем. R *2 Түнх [127-724/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем цем. R *3 Түнх [127-720/26] N1,Бусад,D
Стем цем. R *3 Түнх [127-726/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем цем. R *4 Түнх [127-728/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем цем. R *4A Түнх [127-738/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем энг. L/R *10 Түнх [165-014/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем энг. L/R *14 Түнх [165-018/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем энг. L/R *15 Түнх [165-019/26] N1,Бусад,D
Стем энг. L/R *15 Түнх [165-019/26] N1 /Линк/,Бусад,D
Стем энг. L/R *16 Түнх [165-020/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем энг. L/R *8 Түнх [165-012/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем энг. L/R *9 Түнх [165-013/26] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Стем энг. L/R *XX Түнх [292-126/26] эмн/х N1,Бусад,D
Стем энг. L/R *XX Түнх [292-127/26] эмн/х N1,Бусад,D
Стоп колд шахм 500мг+30мг+2мг+50мг N60,Эм,E
Стопдиар б/шахм 100мг N24,Эм,V
Стопдиар хөвм 220мг/5мл 90мл,Эм,V
Стреп А түргэвчилсэн тест кассет N1 /Hangzhou/,Эмнэлгийн хэрэгсэл,D
Суга таяг хос №1 /New Remedy/,Эмнэлгийн хэрэгсэл,D
Суга таяг хос OC-2111 /L/ №1 /New Remedy/,Эмнэлгийн хэрэгсэл,D
Суга таяг хос OC-2111 /M/ №1 /New Remedy/,Эмнэлгийн хэрэгсэл,D
Суга таяг хос OC-2111 /S/ №1 /New Remedy/,Эмнэлгийн хэрэгсэл,D
Судасны оймс OC-2012 47.5-52.5см /M/ №1 /Flamingo/ /Ascent meditech/,Бусад,D
Судасны оймс OC-2012 52.5-57.5см /L/ №1 /Flamingo/ /Ascent meditech/,Бусад,D
Судасны оймс OC-2012 57.5-65см /XL/ №1 /Flamingo/ /Ascent meditech/,Бусад,D
Судасны оймс OC-2012 65-70см /2XL/ №1 /Flamingo/ /Ascent meditech/,Бусад,D
Судасны оймс OC-2012 70-75см /3XL/ /Flamingo/ №1,Бусад,D
Судокрем крем 125гр N1 /Teva/,Бусад,D
Судокрем крем 60гр N1 /Teva/,Бусад,D
Сульфасалазин б/шахм 500мг N50,Эм,V
Сумамед бүрхүүлтэй шахмал 500мг №3 /Teva/,Эм,V
Супер Альбумин капс 1500мг N200,Эм,V
СуперГард үзлэгийн бээлий М /50 хос/ N100,Эмнэлгийн хэрэгсэл,D
СуперОрто 04-013 Шууны чиг,Бусад,D
СуперОрто 09-006 Хөлийн чиг зүүн,Эмнэлгийн хэрэгсэл,D
СуперОрто 09-007 Хөлийн чиг баруун,Бусад,D
СуперОрто А1-002 Хүзүүний хүүхдийн зөөлөн чиг,Эмнэлгийн хэрэгсэл,D
СуперОрто А5-009 Жирэмсний бүс S /28-33''/ 1 бүстэй,Бусад,D
Супмакс С нунт N60 1000мг №30 /Elbi/,Эм,E
Супрадин Иммуно С 1000мг №15 /уусдаг шахмал/,Эм,E
Супрадин кидс Иммуно заж/паст N30,Бусад,D
Супрадин кидс Иммуно заж/паст N60,Нэмэлт/уламжлалт,D
Супрадин кидс Мишки заж/паст N30,Эм,E
Супрадин кидс Рыбки заж/паст N30,Нэмэлт/уламжлалт,D
Супрадин кидс Рыбки заж/паст N60,Бусад,D
Сүгмэл-3 /Х/ 1г N15 тан эм /Одь тан/,Нэмэлт/уламжлалт,D
Сүүн хүчлийн бактерийн хүч нунт 60гр N30,Эм,E
Сүүн шүдний оо 1+ нас гүзээлзгэнэ,Бусад,D
сүүн шүдний оо 1+ нас ксилитол,Бусад,D
сүүн шүдний оо 1+ нас усан үзэм,Бусад,D
Сүүний амттай сорбиттой вафли 100 гр /3996/,Бусад,D
Сэрүүцүүлэгч дэр 14 цаг /0345/,Бусад,D
Сэрүүцүүлэгч дэр зөөлөн /0352/,Бусад,D
Сэрүүцүүлэгч наалт гелэн /4763/,Эмнэлгийн хэрэгсэл,D
Сэфти Хоёр туйлт түнхий толгой 832846/Just medical/,Бусад,D
Сэфти Хоёр туйлт түнхий толгой 832847/Just medical/,Бусад,D
Сэфти Хоёр туйлт түнхий толгой 832848/Just medical/,Бусад,D
Сэфти Хоёр туйлт түнхий толгой 832849/Just medical/,Бусад,D
Сэфти Хоёр туйлт түнхий толгой 832850/Just medical/,Бусад,D
Сэфти Хоёр туйлт түнхий толгой 832851/Just medical/,Бусад,D
Таван үр үрэл N120,Нэмэлт/уламжлалт,D
Тавипек капсул 150мг N30 /Fabric/,Эм,E
Тагара /Sleep wellness/ капс 250мг N60,Эм,E
Тадалафил 20 мг нунт N10,Эм,E
"Тазин тар/н 4,5гр N1",Эм,V
Тайленол 500мг зөөлөн капсул N24 /Johnson&Johnson/,Эм,E
Тайленол Өдөр/Шөнө каплет 325мг+2мг+10мг+5мг №24 /Johnson&Johnson/,Эм,E
Тайлол Колд сироп 160мг+1мг 100мл,Эм,E
Тайлол хот N12,Эм,E
Тайлол хот хүүхдийн N12,Эм,E
"Тамедин линимент гель 2,5% 30гр N1",Эм,V
Тамедин тос/т 10% 10гр N1,Эм,V
"Тамедин уусм 0,7% 100мл N1",Эм,V
"Тамедин уусм 0,7% 300мл N1",Эм,V
"Тамедин уусм 2,5% 300мл N1",Эм,V
"Тамедин уусм 7,5% 300мл N1",Эм,V
Тамивир капсул 30мг №10,Эм,V
Тамивир капсул 45мг №10,Эм,V
Тамивир капсул 75мг №10,Эм,V
Тамофен б/шахм 10мг N60,Эм,V
Тамсол шахм 4мг N30,Эм,V
Тарваган шийр /түш/ шахм 10мг N10,Эм,E
Тарианы хөвөн /монад/,Эм,E
Тарианы хөвөн /мөнх.тун/ N1,Бусад,D
Тарианы хөвөн N20 /Монос/,Бусад,D
Тарианы хөвөн/ариутгалын/ 70% спирттэй N20,Бусад,D
Тарилгын наалт/30мм*72мм/ №1 /Young Chemical/,Эмнэлгийн хэрэгсэл,D
Тарилгын нэрмэл ус /ivco/ т/уусм 100мл N1,Эм,E
Тариур [Тэгш-Анар] эмн/х 10гр №1,Эмнэлгийн хэрэгсэл,D
Тариур [Тэгш-Анар] эмн/х 3гр №1,Эмнэлгийн хэрэгсэл,D
Тариур [Тэгш-Анар] эмн/х 5мл №1,Эмнэлгийн хэрэгсэл,D
Тариур [Тэгш-Анар] эмн/х 60мл N1,Эмнэлгийн хэрэгсэл,D
Тариур /Bu kwang/ эмн/х 5гр N1,Эмнэлгийн хэрэгсэл,D
Тариур /Монэнзим-Мед/ эмн/х 10гр N1,Эмнэлгийн хэрэгсэл,D
Тариур /Монэнзим-Мед/ эмн/х 1гр N1,Эмнэлгийн хэрэгсэл,D
Тариур /Монэнзим-Мед/ эмн/х 20гр N1,Эмнэлгийн хэрэгсэл,D
Тариур /Монэнзим-Мед/ эмн/х 3гр N1,Эмнэлгийн хэрэгсэл,D
Тариур /Монэнзим-Мед/ эмн/х 5гр N1,Эмнэлгийн хэрэгсэл,D
Тариур 50мл зүүтэй №1,Эмнэлгийн хэрэгсэл,D
Тариур эмн/х 3гр N1 /Дэлгэрэх Цоморлиг/,Эмнэлгийн хэрэгсэл,D
Тароментин б/шахм 1000мг N14,Эм,V
Тароментин ууж хэрэглэх хөвмөл бэлтгэх нунтаг 400 мг + 57 мг №1 /Tarchomin/,Эм,V
Тароментин шахм 625мг N14,Эм,V
Тархины тэжээл Ginkgo Leaf Extract №100 /6894/,Бусад,D
Тархины тэжээл Ginkgo Leaf Extract №200 /6900/,Бусад,D
Татуурга /Gillette/ N5,Бусад,D
Тауфон нүд/дус 4% 5мл,Эм,E
Таяг сунадаг WR-411 №1 /New Remedy/,Эмнэлгийн хэрэгсэл,D
Таяг сунадаг хараагүй хүний  №1 /New Remedy/,Эмнэлгийн хэрэгсэл,D
Таяг хараагүй хүний 853,Эмнэлгийн хэрэгсэл,D
Тебантин капс 300мг N100,Эм,V
Тегретол 200 мг N100,Бусад,D
Тегретол-СР шахмал 200 мг №50,Эм,E
Текадриол 600 шахмал N20,Эм,E
Текназол капс 100мг N15,Эм,V
Телвас-40 шахм 40мг N30,Эм,V
Телвас-80 шахм 80мг N30,Эм,V
Телмиста 40мг N28,Эм,V
Телмиста 80мг N28,Эм,V
"Температур, чийг хэмжигч /электрон/ №1",Эмнэлгийн хэрэгсэл,D
"Тенотен/том хүн/ шахм 0,003гр N40",Эм,E
"Тенотен/хүүхэд/ шахм 0,003гр N40",Эм,E
Тенсира б/шахм 150мг N30,Эм,V
Тенсира б/шахм 300мг N30,Эм,V
Теотард капс 200мг N40,Эм,V
Терафлекс N120,Нэмэлт/уламжлалт,D
Терафлекс N30,Нэмэлт/уламжлалт,D
Терафлекс N60,Нэмэлт/уламжлалт,D
Терафлекс Адванс капс N60,Нэмэлт/уламжлалт,D
Терафлекс Ультра капсул №60 /Байер/,Эм,E
Терафлекс хондрокрем форте крем 30гр N1,Эм,E
Терафлю лимон нунт N10,Эм,E
Тержинан үт/шахм N10,Эм,E
Тержинан үт/шахм N6,Эм,E
Тетрациклин /галентик/ нүд/түр 1% 5гр N1,Эм,V
Тетрациклин нүд/түр 1% 3гр N1,Эм,V
Тивортин дуслын шингэн 42мг-100мл N1 /Юрия-Фарма/,Эм,E
Тийрс натураль нүд/дус 15мл,Эм,E
Тикаса б/шах 90мг №56 sample,Бусад,D
Тикаса стандарт бодис,Бусад,D
Тимонил ретард шахмал 400мг N100 /Desitin/,Эм,E
Тинидазол б/шахм 500мг N4,Эм,E
Тинидазол д/шин 100мл,Эм,E
Тиовис шахм 600мг N30,Эм,E
Тиозид тарилгын уусмал 4мг/2мл N6 /IDOL/,Нэмэлт/уламжлалт,D
Тиозид шахмал 8мг N20 /Нобел/,Эм,E
Тиоцетам т/уусм 5мл N10,Эм,E
Тирозол б/шахм 10мг N50,Эм,V
Тирозол б/шахм 5мг N50,Эм,V
Тнолэ 50мг капсул N30,Эм,E
ТобраВис Комбо нүд/дус 1мг+3мг 5мл N1,Эм,V
ТобраВис нүд/дус 3мг/мл 5мл N1,Эм,V
Тобрадекс нүд/дус 5мл N1,Эм,E
"Тобрекс нүд/дус 0,3% 5мл N1",Эм,V
Товаст шахмал 20мг №30 /Hanmi Pharm/,Эм,V
Товаст шахмал 40мг №30 /Hanmi Pharm/,Эм,V
Тогоо энг. size 46 S Түнх [182-001/46] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Тогооны дундын ялтас 52mm №1 548870 /Just medical/,Бусад,D
Токоферолын ацетат бүрхүүлтэй шахмал 50мг N100 /Towa/,Хүнс,D
Толгой кер. size 32 L+4 Түнх [128-932/03] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Толгой кер. size 32 S-4 Түнх [128-932/01] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Толгой кер. size 36 M*0 Түнх [128-936/02] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Толгой кер. size 36 S-4 Түнх [128-936/01] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Толгой мет. size 28 L+4 Түнх [128-828/03] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Толгой мет. size 32 L+4 Түнх [128-832/03] эмн/х N1,Эмнэлгийн хэрэгсэл,D
Толгой мет. size 32 M*0 Түнх [128-832/02] эмн/х N1,Эмнэлгийн хэрэгсэл,D
